,Lon,Lat,Index
80,52.5,23.693548,1006
72,48.214286,23.693548,1007
62,39.642857,23.693548,1008
63,41.785714,23.693548,1009
73,50.357143,23.693548,1010
131,97.5,23.693548,1011
124,95.357143,23.693548,1012
132,99.642857,23.693548,1013
140,106.071429,23.693548,1014
141,108.214286,23.693548,1015
142,110.357143,23.693548,1016
139,103.928571,23.693548,1017
133,101.785714,23.693548,1018
123,93.214286,23.693548,1019
122,91.071429,23.693548,1020
55,37.5,23.693548,1021
136,103.928571,21.725806,1022
95,76.071429,21.725806,1023
94,73.928571,21.725806,1024
93,71.785714,21.725806,1025
69,48.214286,21.725806,1026
70,50.357143,21.725806,1027
78,54.642857,21.725806,1028
137,106.071429,21.725806,1029
79,56.785714,21.725806,1030
85,67.5,21.725806,1031
138,108.214286,21.725806,1032
77,52.5,21.725806,1033
86,69.642857,21.725806,1034
121,95.357143,21.725806,1035
120,93.214286,21.725806,1036
129,99.642857,21.725806,1037
119,91.071429,21.725806,1038
61,43.928571,21.725806,1039
60,41.785714,21.725806,1040
59,39.642857,21.725806,1041
112,88.928571,21.725806,1042
111,86.785714,21.725806,1043
110,84.642857,21.725806,1044
68,46.071429,21.725806,1045
128,97.5,21.725806,1046
130,101.785714,21.725806,1047
104,82.5,21.725806,1048
103,80.357143,21.725806,1049
102,78.214286,21.725806,1050
65,46.071429,19.758065,1051
58,43.928571,19.758065,1052
56,39.642857,19.758065,1053
57,41.785714,19.758065,1054
66,48.214286,19.758065,1055
67,50.357143,19.758065,1056
74,52.5,19.758065,1057
84,69.642857,19.758065,1058
75,54.642857,19.758065,1059
116,91.071429,19.758065,1060
76,56.785714,19.758065,1061
135,106.071429,19.758065,1062
134,103.928571,19.758065,1063
126,99.642857,19.758065,1064
125,97.5,19.758065,1065
118,95.357143,19.758065,1066
117,93.214286,19.758065,1067
127,101.785714,19.758065,1068
109,86.785714,19.758065,1069
101,82.5,19.758065,1070
100,80.357143,19.758065,1071
99,78.214286,19.758065,1072
92,76.071429,19.758065,1073
91,73.928571,19.758065,1074
108,84.642857,19.758065,1075
90,71.785714,19.758065,1076
20,50.689655,17.790323,1077
18,48.62069,17.790323,1078
40,85.862069,17.790323,1079
39,83.793103,17.790323,1080
38,81.724138,17.790323,1081
32,75.517241,17.790323,1082
34,79.655172,17.790323,1083
33,77.586207,17.790323,1084
21,52.758621,17.790323,1085
22,54.827586,17.790323,1086
16,44.482759,17.790323,1087
17,46.551724,17.790323,1088
51,102.413793,17.790323,1089
44,96.206897,17.790323,1090
45,98.275862,17.790323,1091
12,42.413793,17.790323,1092
50,100.344828,17.790323,1093
25,73.448276,17.790323,1094
52,104.482759,17.790323,1095
11,40.344828,17.790323,1096
54,106.551724,17.790323,1097
15,48.62069,15.822581,1098
14,46.551724,15.822581,1099
13,44.482759,15.822581,1100
19,50.689655,15.822581,1101
10,42.413793,15.822581,1102
24,73.448276,15.822581,1103
37,83.793103,15.822581,1104
47,100.344828,15.822581,1105
53,106.551724,15.822581,1106
29,75.517241,15.822581,1107
49,104.482759,15.822581,1108
30,77.586207,15.822581,1109
31,79.655172,15.822581,1110
48,102.413793,15.822581,1111
36,81.724138,15.822581,1112
42,96.206897,15.822581,1113
43,98.275862,15.822581,1114
46,100.344828,13.854839,1115
26,75.517241,13.854839,1116
27,77.586207,13.854839,1117
41,98.275862,13.854839,1118
35,81.724138,13.854839,1119
23,73.448276,13.854839,1120
28,79.655172,13.854839,1121
9,100.677966,11.887097,1122
8,98.644068,11.887097,1123
5,80.338983,11.887097,1124
4,78.305085,11.887097,1125
3,76.271186,11.887097,1126
2,74.237288,11.887097,1127
1,78.305085,9.919355,1128
7,100.677966,9.919355,1129
6,98.644068,9.919355,1130
0,76.271186,9.919355,1131
