Per_Weight,Cost_Weight,Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Cost,
0.33666666666666667,-0.6633333333333333,4,3,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,4,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,4,5,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,4,6,592,87,147,2,7,4,98.37448559670781,11.0,
0.33666666666666667,-0.6633333333333333,4,7,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,8,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,9,585,91,124,18,9,8,99.87654320987654,17.0,
0.33666666666666667,-0.6633333333333333,4,10,580,91,73,16,7,2,89.67078189300412,9.0,
0.33666666666666667,-0.6633333333333333,4,11,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,12,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,4,13,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,4,14,592,94,74,5,10,8,99.93827160493827,18.0,
0.33666666666666667,-0.6633333333333333,4,15,593,91,104,1,9,5,98.37448559670783,14.0,
0.33666666666666667,-0.6633333333333333,4,16,622,93,77,17,7,7,99.2798353909465,14.0,
0.33666666666666667,-0.6633333333333333,4,17,592,92,110,21,8,8,98.90946502057614,16.0,
0.33666666666666667,-0.6633333333333333,4,18,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,19,614,87,74,3,10,10,99.58847736625512,20.0,
0.33666666666666667,-0.6633333333333333,4,20,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,21,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,4,22,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,4,23,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,4,24,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,5,0,589,94,84,18,10,7,99.83539094650205,17.0,
0.33666666666666667,-0.6633333333333333,5,1,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,2,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,5,3,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,5,4,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,5,5,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,6,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,5,7,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,8,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,9,592,94,89,5,5,5,99.79423868312753,10.0,
0.33666666666666667,-0.6633333333333333,5,10,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,11,592,94,54,5,3,3,99.19753086419752,6.0,
0.33666666666666667,-0.6633333333333333,5,12,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,13,592,94,83,20,10,7,99.77366255144032,17.0,
0.33666666666666667,-0.6633333333333333,5,14,616,91,120,5,4,4,79.09465020576133,8.0,
0.33666666666666667,-0.6633333333333333,5,15,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,16,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,17,592,94,116,22,10,6,99.65020576131688,16.0,
0.33666666666666667,-0.6633333333333333,5,18,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,5,19,592,91,74,5,9,8,99.8971193415638,17.0,
0.33666666666666667,-0.6633333333333333,5,20,598,88,80,20,12,6,99.77366255144032,18.0,
0.33666666666666667,-0.6633333333333333,5,21,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,5,22,581,93,109,18,10,5,98.27160493827161,15.0,
0.33666666666666667,-0.6633333333333333,5,23,616,88,109,29,10,8,85.94650205761319,18.0,
0.33666666666666667,-0.6633333333333333,5,24,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,0,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,1,592,94,109,20,10,7,99.93827160493827,17.0,
0.33666666666666667,-0.6633333333333333,6,2,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,3,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,4,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,5,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,6,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,7,592,95,34,6,10,1,86.81069958847736,11.0,
0.33666666666666667,-0.6633333333333333,6,8,615,91,88,8,7,7,99.8971193415638,14.0,
0.33666666666666667,-0.6633333333333333,6,9,592,94,109,0,10,7,86.64609053497941,17.0,
0.33666666666666667,-0.6633333333333333,6,10,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,11,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,12,614,93,50,14,6,3,95.41152263374485,9.0,
0.33666666666666667,-0.6633333333333333,6,13,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,14,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,15,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,16,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,17,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,18,592,94,77,3,6,6,91.70781893004116,12.0,
0.33666666666666667,-0.6633333333333333,6,19,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,20,592,87,47,24,4,2,90.43209876543212,6.0,
0.33666666666666667,-0.6633333333333333,6,21,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,6,22,627,87,65,16,9,6,99.54732510288066,15.0,
0.33666666666666667,-0.6633333333333333,6,23,618,94,121,5,10,5,88.18930041152265,15.0,
0.33666666666666667,-0.6633333333333333,6,24,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,0,602,94,109,0,10,10,87.6954732510288,20.0,
0.33666666666666667,-0.6633333333333333,7,1,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,2,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,3,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,4,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,5,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,6,627,90,70,2,7,1,89.40329218106996,8.0,
0.33666666666666667,-0.6633333333333333,7,7,622,87,120,24,10,10,99.60905349794238,20.0,
0.33666666666666667,-0.6633333333333333,7,8,628,94,109,23,4,4,97.48971193415638,8.0,
0.33666666666666667,-0.6633333333333333,7,9,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,10,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,11,592,92,33,9,4,4,93.39506172839506,8.0,
0.33666666666666667,-0.6633333333333333,7,12,614,91,94,18,3,3,98.4156378600823,6.0,
0.33666666666666667,-0.6633333333333333,7,13,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,14,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,15,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,16,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,17,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,18,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,19,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,20,576,88,109,25,6,6,97.92181069958845,12.0,
0.33666666666666667,-0.6633333333333333,7,21,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,22,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,23,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,7,24,607,89,109,5,6,4,99.03292181069959,10.0,
0.33666666666666667,-0.6633333333333333,8,0,597,95,111,10,10,7,99.25925925925925,17.0,
0.33666666666666667,-0.6633333333333333,8,1,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,2,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,3,592,93,99,4,9,5,99.69135802469134,14.0,
0.33666666666666667,-0.6633333333333333,8,4,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,5,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,6,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,7,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,8,589,92,40,5,3,3,95.61728395061729,6.0,
0.33666666666666667,-0.6633333333333333,8,9,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,10,597,87,68,9,10,7,99.83539094650206,17.0,
0.33666666666666667,-0.6633333333333333,8,11,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,12,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,13,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,14,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,15,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,16,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,17,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,18,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,19,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,20,601,88,87,25,12,10,99.54732510288063,22.0,
0.33666666666666667,-0.6633333333333333,8,21,575,91,109,13,5,5,99.1769547325103,10.0,
0.33666666666666667,-0.6633333333333333,8,22,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,23,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,8,24,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,0,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,1,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,2,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,3,592,94,142,14,10,8,99.75308641975309,18.0,
0.33666666666666667,-0.6633333333333333,9,4,592,89,93,11,7,7,99.23868312757203,14.0,
0.33666666666666667,-0.6633333333333333,9,5,621,87,110,13,10,10,99.79423868312757,20.0,
0.33666666666666667,-0.6633333333333333,9,6,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,7,626,94,109,10,10,4,99.01234567901234,14.0,
0.33666666666666667,-0.6633333333333333,9,8,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,9,592,94,144,10,12,4,98.86831275720165,16.0,
0.33666666666666667,-0.6633333333333333,9,10,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,11,617,89,117,17,8,8,96.31687242798354,16.0,
0.33666666666666667,-0.6633333333333333,9,12,592,89,102,22,10,10,99.85596707818931,20.0,
0.33666666666666667,-0.6633333333333333,9,13,630,92,146,7,5,5,99.5679012345679,10.0,
0.33666666666666667,-0.6633333333333333,9,14,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,15,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,16,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,17,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,18,592,90,78,4,10,9,99.95884773662551,18.999999999999996,
0.33666666666666667,-0.6633333333333333,9,19,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,20,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,21,577,87,47,2,5,5,98.23045267489712,10.0,
0.33666666666666667,-0.6633333333333333,9,22,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,23,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,9,24,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,0,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,1,602,90,79,29,9,9,99.83539094650206,18.0,
0.33666666666666667,-0.6633333333333333,10,2,581,94,49,5,6,6,99.60905349794238,12.0,
0.33666666666666667,-0.6633333333333333,10,3,592,87,88,25,12,9,99.4650205761317,21.0,
0.33666666666666667,-0.6633333333333333,10,4,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,5,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,6,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,7,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,8,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,9,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,10,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,11,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,12,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,13,627,94,109,14,5,4,99.48559670781891,9.0,
0.33666666666666667,-0.6633333333333333,10,14,623,91,90,5,4,4,98.99176954732509,8.0,
0.33666666666666667,-0.6633333333333333,10,15,598,89,36,3,10,3,92.88065843621398,13.0,
0.33666666666666667,-0.6633333333333333,10,16,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,17,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,18,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,19,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,20,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,21,613,90,137,24,7,1,86.89300411522633,8.0,
0.33666666666666667,-0.6633333333333333,10,22,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,23,592,94,109,5,10,7,99.95884773662551,17.0,
0.33666666666666667,-0.6633333333333333,10,24,592,94,109,5,10,7,99.95884773662551,17.0,
0.44555555555555554,-0.5544444444444445,0,0,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,0,1,592,91,140,21,7,4,98.00411522633745,11.0,
0.44555555555555554,-0.5544444444444445,0,2,585,89,137,29,9,9,97.9835390946502,18.0,
0.44555555555555554,-0.5544444444444445,0,3,615,94,139,14,3,1,81.64609053497942,4.0,
0.44555555555555554,-0.5544444444444445,0,4,618,93,61,26,5,5,99.07407407407408,10.0,
0.44555555555555554,-0.5544444444444445,0,5,593,88,118,19,9,8,99.50617283950616,17.0,
0.44555555555555554,-0.5544444444444445,0,6,624,87,121,16,3,3,90.51440329218107,6.0,
0.44555555555555554,-0.5544444444444445,0,7,577,91,49,1,5,5,99.27983539094647,10.0,
0.44555555555555554,-0.5544444444444445,0,8,623,91,106,9,10,10,99.87654320987654,20.0,
0.44555555555555554,-0.5544444444444445,0,9,615,92,64,24,7,1,82.81893004115226,8.0,
0.44555555555555554,-0.5544444444444445,0,10,585,90,126,4,3,1,91.87242798353911,4.0,
0.44555555555555554,-0.5544444444444445,0,11,589,92,43,22,7,2,93.74485596707818,9.0,
0.44555555555555554,-0.5544444444444445,0,12,578,92,109,5,9,9,99.9588477366255,18.0,
0.44555555555555554,-0.5544444444444445,0,13,615,94,131,13,4,1,80.69958847736626,5.0,
0.44555555555555554,-0.5544444444444445,0,14,591,94,47,10,7,7,97.88065843621399,14.0,
0.44555555555555554,-0.5544444444444445,0,15,596,94,144,14,4,4,98.66255144032921,8.0,
0.44555555555555554,-0.5544444444444445,0,16,593,90,92,19,10,1,79.58847736625515,11.0,
0.44555555555555554,-0.5544444444444445,0,17,578,88,76,5,10,5,99.03292181069959,15.0,
0.44555555555555554,-0.5544444444444445,0,18,624,87,78,29,5,5,99.52674897119341,10.0,
0.44555555555555554,-0.5544444444444445,0,19,619,92,119,25,6,5,99.5679012345679,11.0,
0.44555555555555554,-0.5544444444444445,0,20,610,92,50,14,3,2,96.52263374485595,5.0,
0.44555555555555554,-0.5544444444444445,0,21,622,93,46,11,8,5,99.23868312757203,13.0,
0.44555555555555554,-0.5544444444444445,0,22,589,87,90,10,7,1,87.7366255144033,8.0,
0.44555555555555554,-0.5544444444444445,0,23,583,89,59,4,10,7,99.79423868312757,17.0,
0.44555555555555554,-0.5544444444444445,0,24,611,94,93,16,11,3,98.99176954732508,14.0,
0.44555555555555554,-0.5544444444444445,1,0,614,89,59,27,10,7,99.60905349794238,17.0,
0.44555555555555554,-0.5544444444444445,1,1,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,1,2,623,93,106,14,7,7,99.93827160493827,14.0,
0.44555555555555554,-0.5544444444444445,1,3,623,91,133,9,10,10,99.79423868312757,20.0,
0.44555555555555554,-0.5544444444444445,1,4,583,91,59,4,10,7,99.83539094650205,17.0,
0.44555555555555554,-0.5544444444444445,1,5,623,89,106,9,10,10,99.77366255144032,20.0,
0.44555555555555554,-0.5544444444444445,1,6,623,91,125,29,6,6,99.62962962962962,12.0,
0.44555555555555554,-0.5544444444444445,1,7,630,89,119,11,5,5,99.44444444444446,10.0,
0.44555555555555554,-0.5544444444444445,1,8,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,1,9,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,1,10,578,92,109,14,7,7,99.67078189300412,14.0,
0.44555555555555554,-0.5544444444444445,1,11,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,1,12,613,89,130,21,3,3,97.75720164609054,6.0,
0.44555555555555554,-0.5544444444444445,1,13,578,92,109,5,9,9,99.9588477366255,18.0,
0.44555555555555554,-0.5544444444444445,1,14,620,94,95,18,6,5,98.4156378600823,11.0,
0.44555555555555554,-0.5544444444444445,1,15,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,1,16,609,87,126,14,12,12,99.81481481481482,24.0,
0.44555555555555554,-0.5544444444444445,1,17,623,95,133,23,7,7,98.93004115226337,14.0,
0.44555555555555554,-0.5544444444444445,1,18,578,87,71,5,9,8,99.65020576131688,17.0,
0.44555555555555554,-0.5544444444444445,1,19,623,92,109,14,7,9,99.8559670781893,4816.0,
0.44555555555555554,-0.5544444444444445,1,20,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,1,21,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,1,22,616,94,110,12,5,2,92.6954732510288,7.0,
0.44555555555555554,-0.5544444444444445,1,23,623,95,33,26,6,6,99.75308641975309,12.0,
0.44555555555555554,-0.5544444444444445,1,24,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,0,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,1,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,2,583,95,124,14,7,7,99.8971193415638,14.0,
0.44555555555555554,-0.5544444444444445,2,3,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,2,4,598,88,139,5,3,3,95.78189300411523,6.0,
0.44555555555555554,-0.5544444444444445,2,5,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,2,6,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,2,7,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,2,8,623,94,62,14,6,6,99.87654320987654,12.0,
0.44555555555555554,-0.5544444444444445,2,9,623,93,133,5,7,9,100.0,4816.0,
0.44555555555555554,-0.5544444444444445,2,10,624,93,133,12,4,4,99.17695473251028,8.0,
0.44555555555555554,-0.5544444444444445,2,11,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,12,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,13,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,14,601,93,117,30,5,5,98.7448559670782,10.0,
0.44555555555555554,-0.5544444444444445,2,15,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,16,623,93,133,14,7,7,99.95884773662553,14.0,
0.44555555555555554,-0.5544444444444445,2,17,620,92,111,21,11,7,99.6707818930041,18.0,
0.44555555555555554,-0.5544444444444445,2,18,623,93,133,14,7,9,99.95884773662553,4816.0,
0.44555555555555554,-0.5544444444444445,2,19,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,2,20,623,93,133,14,9,7,99.95884773662553,16.0,
0.44555555555555554,-0.5544444444444445,2,21,623,93,133,5,7,9,100.0,4816.0,
0.44555555555555554,-0.5544444444444445,2,22,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,2,23,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,2,24,623,95,101,28,9,9,99.97942386831276,18.0,
0.44555555555555554,-0.5544444444444445,3,0,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,1,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,2,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,3,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,4,581,94,135,19,9,7,99.73251028806584,16.0,
0.44555555555555554,-0.5544444444444445,3,5,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,6,623,93,133,5,7,9,100.0,4816.0,
0.44555555555555554,-0.5544444444444445,3,7,623,93,71,24,3,3,97.36625514403292,6.0,
0.44555555555555554,-0.5544444444444445,3,8,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,9,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,10,606,93,133,20,5,1,76.46090534979425,6.0,
0.44555555555555554,-0.5544444444444445,3,11,602,87,133,20,7,7,99.60905349794237,14.0,
0.44555555555555554,-0.5544444444444445,3,12,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,13,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,14,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,15,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,16,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,17,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,18,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,19,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,20,625,91,122,16,5,5,98.55967078189298,10.0,
0.44555555555555554,-0.5544444444444445,3,21,623,93,118,19,11,9,98.86831275720162,20.0,
0.44555555555555554,-0.5544444444444445,3,22,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,3,23,623,93,133,5,9,9,100.0,18.0,
0.44555555555555554,-0.5544444444444445,3,24,623,93,133,5,7,9,100.0,4816.0,
0.44555555555555554,-0.5544444444444445,4,0,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,1,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,2,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,3,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,4,617,92,140,4,3,2,85.12345679012347,5.0,
0.44555555555555554,-0.5544444444444445,4,5,596,95,45,15,8,7,99.83539094650206,15.0,
0.44555555555555554,-0.5544444444444445,4,6,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,7,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,8,584,93,95,5,11,11,100.0,22.0,
0.44555555555555554,-0.5544444444444445,4,9,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,10,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,11,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,12,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,13,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,14,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,15,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,16,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,17,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,18,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,19,623,93,133,5,9,7,100.0,16.0,
0.44555555555555554,-0.5544444444444445,4,20,623,89,82,5,7,7,99.93827160493827,14.0,
