Gen,Pop,Alt,Inc,Initial_Raan,Delta_Raan,Num_Planes,Avg_Percentage,Std_Percentage,Avg_Time,Std_Time,
1,12,584,100,55,34,2,99.71509971509973,0.893394478738213,2.456109720550064,4.455321650250464,
1,13,584,100,55,34,2,99.71509971509973,0.893394478738213,2.456109720550064,4.455321650250464,
1,14,622,100,55,38,2,99.47293447293448,0.8725063149662579,2.9426395112411385,5.86973782837107,
2,0,575,92,92,22,2,99.84330484330485,0.3555233912124384,3.5202099682930803,5.387333248891737,
2,1,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
2,2,627,92,99,50,1,99.77207977207976,0.34359074102802506,4.143929120467232,6.033909295024219,
2,3,581,92,99,42,3,99.96676163342829,0.10993197438547249,2.2333418467099007,4.748029802263352,
2,4,604,92,132,22,1,98.64197530864196,1.1276078306075965,4.867748511432576,8.286065108632588,
2,5,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
2,6,627,92,132,22,3,99.94301994301995,0.16144349477682826,1.7534628290460448,3.516836075514685,
2,7,581,92,99,42,3,99.96676163342829,0.10993197438547249,2.2333418467099007,4.748029802263352,
2,8,627,134,55,5,3,53.722697056030384,42.25206500912344,28.476180618857803,29.30635677936145,
2,9,599,92,99,16,2,99.99050332383665,0.05329996277455826,2.723723713339005,5.439605943161736,
2,10,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
2,11,627,92,55,22,3,99.94776828110162,0.1277647107984215,1.739947236670761,3.4745926244731895,
2,12,627,92,55,34,3,99.985754985755,0.06475869751655286,1.7472734842539361,3.0695931210757137,
2,13,581,97,15,44,3,100.0,0.0,2.3639307352068637,4.105154384514008,
2,14,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
3,0,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,1,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,2,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
3,3,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,4,627,92,80,22,3,99.94776828110162,0.14894954550197712,1.7107442822948997,3.2741065459741354,
3,5,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,6,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
3,7,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
3,8,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,9,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,10,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,11,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
3,12,627,92,55,42,3,100.0,0.0,1.8301772476444969,2.7340079135419733,
3,13,591,92,168,49,3,100.0,0.0,2.3791756012920007,2.852587318776913,
3,14,627,92,99,42,3,100.0,0.0,1.7459215430788313,2.628791624054296,
4,0,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,1,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,2,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,3,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,4,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,5,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,6,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,7,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,8,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,9,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,10,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,11,627,92,99,36,3,100.0,0.0,1.9271985879320972,3.0049249387408064,
4,12,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,13,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
4,14,627,112,99,34,1,91.21082621082621,21.080051048403796,8.38370744373986,16.53735390773142,
5,0,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,1,601,92,89,34,3,99.85754985754986,0.30180908987788574,2.047193733684219,4.940360969355743,
5,2,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,3,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,4,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,5,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,6,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,7,627,92,36,36,3,100.0,0.0,2.0912509285244045,3.1241278867840303,
5,8,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,9,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,10,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,11,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,12,577,127,99,34,3,69.10256410256409,39.8003692618063,19.3813840753589,27.208170008976058,
5,13,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
5,14,627,92,99,34,3,100.0,0.0,1.7260409520433289,3.1793025836711784,
