Alt,Inc,Initial_Raan,Delta_Raan,Num_Sats,Num_Planes,Avg_Percentage,Avg_Time,Cost
597.0,99.0,105.0,16.0,3.0,3.0,0.0,30.0,169883489.7487804
586.0,87.0,111.0,5.0,12.0,3.0,0.0,30.0,172281931.8328822
626.0,91.0,81.0,18.0,4.0,3.0,0.0,30.0,170149983.3136806
585.0,97.0,75.0,1.0,9.0,3.0,0.0,30.0,171482451.1381816
592.0,98.0,149.0,18.0,3.0,3.0,0.0,30.0,169883489.7487804
590.0,85.0,76.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
618.0,80.0,48.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
584.0,84.0,113.0,7.0,12.0,3.0,0.0,30.0,172281931.8328822
589.0,84.0,71.0,17.0,5.0,3.0,0.0,30.0,170416476.87858078
626.0,94.0,60.0,19.0,6.0,3.0,0.0,30.0,170682970.443481
613.0,88.0,101.0,19.0,6.0,3.0,0.0,30.0,170682970.443481
620.0,80.0,31.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
604.0,88.0,101.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
623.0,85.0,31.0,8.0,6.0,3.0,0.0,30.0,170682970.443481
620.0,83.0,72.0,17.0,10.0,3.0,0.0,30.0,171748944.7030818
593.0,87.0,105.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
602.0,80.0,111.0,20.0,7.0,3.0,0.0,30.0,170949464.00838122
616.0,95.0,143.0,12.0,7.0,3.0,0.0,30.0,170949464.00838122
577.0,93.0,106.0,16.0,7.0,3.0,0.0,30.0,170949464.00838122
608.0,85.0,97.0,27.0,10.0,3.0,0.0,30.0,171748944.7030818
588.0,84.0,89.0,19.0,7.0,3.0,0.0,30.0,170949464.00838122
578.0,90.0,147.0,25.0,7.0,3.0,0.0,30.0,170949464.00838122
611.0,90.0,92.0,28.0,9.0,3.0,0.0,30.0,171482451.1381816
600.0,96.0,42.0,13.0,10.0,3.0,0.0,30.0,171748944.7030818
580.0,93.0,126.0,13.0,10.0,3.0,0.0,30.0,171748944.7030818
622.0,82.0,98.0,5.0,6.0,3.0,0.0,30.0,170682970.443481
599.0,83.0,91.0,14.0,11.0,3.0,0.0,30.0,172015438.267982
619.0,100.0,127.0,27.0,11.0,3.0,0.0,30.0,172015438.267982
620.0,100.0,115.0,12.0,3.0,3.0,0.0,30.0,169883489.7487804
604.0,89.0,84.0,7.0,3.0,3.0,0.0,30.0,169883489.7487804
582.0,97.0,128.0,21.0,9.0,3.0,0.0,30.0,171482451.1381816
603.0,93.0,45.0,2.0,3.0,3.0,0.0,30.0,169883489.7487804
627.0,97.0,128.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
622.0,83.0,33.0,24.0,3.0,3.0,0.0,30.0,169883489.7487804
597.0,99.0,149.0,18.0,3.0,3.0,0.0,30.0,169883489.7487804
621.0,80.0,114.0,22.0,6.0,3.0,0.0,30.0,170682970.443481
620.0,89.0,115.0,12.0,3.0,3.0,0.0,30.0,169883489.7487804
626.0,87.0,84.0,17.0,3.0,3.0,0.0,30.0,169883489.7487804
620.0,91.0,81.0,18.0,4.0,3.0,0.0,30.0,170149983.3136806
596.0,91.0,124.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
595.0,88.0,139.0,9.0,4.0,3.0,0.0,30.0,170149983.3136806
590.0,85.0,76.0,21.0,4.0,3.0,0.0,30.0,170149983.3136806
604.0,94.0,100.0,24.0,5.0,3.0,0.0,30.0,170416476.87858078
600.0,80.0,121.0,17.0,5.0,3.0,0.0,30.0,170416476.87858078
618.0,98.0,48.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
594.0,82.0,36.0,12.0,5.0,3.0,0.0,30.0,170416476.87858078
617.0,85.0,144.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
614.0,80.0,142.0,18.0,11.0,3.0,0.0,30.0,172015438.267982
620.0,88.0,101.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
623.0,85.0,31.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
604.0,88.0,101.0,8.0,6.0,3.0,0.0,30.0,170682970.443481
593.0,87.0,98.0,5.0,6.0,3.0,0.0,30.0,170682970.443481
622.0,82.0,105.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
616.0,95.0,117.0,22.0,6.0,3.0,0.0,30.0,170682970.443481
578.0,90.0,147.0,25.0,8.0,3.0,0.0,30.0,171215957.5732814
612.0,99.0,127.0,9.0,7.0,3.0,0.0,30.0,170949464.00838122
624.0,88.0,140.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
621.0,97.0,86.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
585.0,87.0,75.0,5.0,9.0,3.0,0.0,30.0,171482451.1381816
595.0,97.0,81.0,1.0,9.0,3.0,0.0,30.0,171482451.1381816
624.0,84.0,95.0,6.0,9.0,3.0,0.0,30.0,171482451.1381816
610.0,81.0,89.0,30.0,9.0,3.0,0.0,30.0,171482451.1381816
582.0,97.0,92.0,28.0,9.0,3.0,0.0,30.0,171482451.1381816
589.0,95.0,128.0,12.0,7.0,3.0,0.0,30.0,170949464.00838122
619.0,82.0,69.0,3.0,10.0,3.0,0.0,30.0,171748944.7030818
629.0,83.0,55.0,14.0,8.0,3.0,0.0,30.0,171215957.5732814
630.0,100.0,32.0,3.0,12.0,3.0,0.0,30.0,172281931.8328822
615.0,94.0,127.0,25.0,3.0,3.0,0.0,30.0,169883489.7487804
584.0,84.0,43.0,20.0,12.0,3.0,0.0,30.0,172281931.8328822
595.0,91.0,113.0,7.0,12.0,3.0,0.0,30.0,172281931.8328822
603.0,97.0,128.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
627.0,93.0,45.0,2.0,3.0,3.0,0.0,30.0,169883489.7487804
600.0,93.0,134.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
626.0,87.0,115.0,12.0,3.0,3.0,0.0,30.0,169883489.7487804
607.0,91.0,88.0,17.0,4.0,3.0,0.0,30.0,170149983.3136806
604.0,85.0,76.0,24.0,4.0,3.0,0.0,30.0,170149983.3136806
590.0,94.0,100.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
605.0,89.0,81.0,16.0,11.0,3.0,0.0,30.0,172015438.267982
617.0,85.0,36.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
594.0,82.0,144.0,12.0,5.0,3.0,0.0,30.0,170416476.87858078
604.0,85.0,31.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
623.0,88.0,101.0,8.0,6.0,3.0,0.0,30.0,170682970.443481
593.0,82.0,105.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
618.0,99.0,82.0,18.0,4.0,3.0,0.0,30.0,170149983.3136806
619.0,84.0,117.0,28.0,3.0,3.0,0.0,30.0,169883489.7487804
602.0,92.0,111.0,13.0,11.0,3.0,0.0,30.0,172015438.267982
588.0,93.0,45.0,19.0,12.0,3.0,0.0,30.0,172281931.8328822
613.0,97.0,127.0,12.0,6.0,3.0,0.0,30.0,170682970.443481
612.0,99.0,128.0,9.0,7.0,3.0,0.0,30.0,170949464.00838122
581.0,98.0,87.0,7.0,8.0,3.0,0.0,30.0,171215957.5732814
629.0,83.0,55.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
621.0,97.0,86.0,14.0,8.0,3.0,0.0,30.0,171215957.5732814
598.0,85.0,35.0,12.0,10.0,3.0,0.0,30.0,171748944.7030818
606.0,97.0,92.0,23.0,9.0,3.0,0.0,30.0,171482451.1381816
619.0,82.0,42.0,3.0,10.0,3.0,0.0,30.0,171748944.7030818
600.0,96.0,69.0,13.0,10.0,3.0,0.0,30.0,171748944.7030818
630.0,80.0,142.0,18.0,11.0,3.0,0.0,30.0,172015438.267982
614.0,100.0,32.0,3.0,12.0,3.0,0.0,30.0,172281931.8328822
607.0,84.0,108.0,20.0,12.0,3.0,0.0,30.0,172281931.8328822
584.0,95.0,43.0,23.0,12.0,3.0,0.0,30.0,172281931.8328822
597.0,88.0,47.0,16.0,11.0,3.0,0.0,30.0,172015438.267982
619.0,91.0,117.0,17.0,3.0,3.0,0.0,30.0,169883489.7487804
607.0,84.0,88.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
609.0,95.0,80.0,7.0,10.0,3.0,0.0,30.0,171748944.7030818
595.0,91.0,139.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
588.0,92.0,36.0,12.0,3.0,3.0,0.0,30.0,169883489.7487804
590.0,93.0,134.0,21.0,5.0,3.0,0.0,30.0,170416476.87858078
600.0,94.0,100.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
577.0,92.0,35.0,17.0,5.0,3.0,0.0,30.0,170416476.87858078
617.0,80.0,121.0,28.0,5.0,3.0,0.0,30.0,170416476.87858078
589.0,84.0,71.0,12.0,5.0,3.0,0.0,30.0,170416476.87858078
594.0,82.0,144.0,17.0,5.0,3.0,0.0,30.0,170416476.87858078
620.0,85.0,31.0,2.0,6.0,3.0,0.0,30.0,170682970.443481
604.0,88.0,101.0,6.0,6.0,3.0,0.0,30.0,170682970.443481
594.0,81.0,105.0,8.0,7.0,3.0,0.0,30.0,170949464.00838122
593.0,88.0,101.0,10.0,6.0,3.0,0.0,30.0,170682970.443481
612.0,90.0,128.0,25.0,7.0,3.0,0.0,30.0,170949464.00838122
578.0,99.0,147.0,9.0,8.0,3.0,0.0,30.0,171215957.5732814
629.0,83.0,87.0,22.0,8.0,3.0,0.0,30.0,171215957.5732814
581.0,86.0,114.0,11.0,12.0,3.0,0.0,30.0,172281931.8328822
624.0,97.0,81.0,6.0,9.0,3.0,0.0,30.0,171482451.1381816
595.0,95.0,30.0,1.0,11.0,3.0,0.0,30.0,172015438.267982
582.0,88.0,121.0,27.0,4.0,3.0,0.0,30.0,170149983.3136806
600.0,97.0,92.0,23.0,7.0,3.0,0.0,30.0,170949464.00838122
598.0,83.0,72.0,12.0,10.0,3.0,0.0,30.0,171748944.7030818
620.0,85.0,35.0,17.0,10.0,3.0,0.0,30.0,171748944.7030818
608.0,96.0,113.0,27.0,7.0,3.0,0.0,30.0,170949464.00838122
600.0,89.0,69.0,16.0,10.0,3.0,0.0,30.0,171748944.7030818
605.0,96.0,81.0,13.0,11.0,3.0,0.0,30.0,172015438.267982
583.0,80.0,98.0,17.0,7.0,3.0,0.0,30.0,170949464.00838122
588.0,89.0,118.0,28.0,4.0,3.0,0.0,30.0,170149983.3136806
584.0,95.0,45.0,19.0,12.0,3.0,0.0,30.0,172281931.8328822
607.0,81.0,128.0,20.0,6.0,3.0,0.0,30.0,170682970.443481
586.0,87.0,0.0,21.0,11.0,11.0,0.0,30.0,268015438.267982
581.0,93.0,165.0,1.0,8.0,8.0,0.0,30.0,231215957.5732814
604.0,92.0,67.0,25.0,9.0,9.0,100.0,14.55258107596933,243482451.1381816
625.0,95.0,27.0,33.0,11.0,5.0,0.0,30.0,196015438.267982
586.0,87.0,0.0,21.0,5.0,5.0,0.0,30.0,194416476.8785808
589.0,95.0,42.0,13.0,10.0,10.0,100.0,12.66094033176392,255748944.70308185
628.0,99.0,96.0,6.0,3.0,3.0,0.0,30.0,169883489.7487804
625.0,99.0,120.0,17.0,11.0,5.0,0.0,30.0,196015438.267982
627.0,85.0,97.0,28.0,9.0,9.0,0.0,30.0,243482451.1381816
591.0,85.0,92.0,3.0,6.0,3.0,0.0,30.0,170682970.443481
624.0,83.0,72.0,16.0,8.0,5.0,0.0,30.0,195215957.5732814
605.0,97.0,116.0,27.0,10.0,10.0,0.0,30.0,255748944.70308185
628.0,80.0,81.0,13.0,8.0,6.0,0.0,30.0,207215957.57328144
610.0,86.0,85.0,24.0,5.0,3.0,0.0,30.0,170416476.87858078
626.0,91.0,78.0,10.0,3.0,3.0,0.0,30.0,169883489.7487804
577.0,98.0,74.0,11.0,5.0,5.0,0.0,30.0,194416476.8785808
604.0,87.0,84.0,1.0,6.0,6.0,0.0,30.0,206682970.443481
581.0,93.0,165.0,1.0,5.0,5.0,0.0,30.0,194416476.8785808
591.0,99.0,57.0,2.0,3.0,3.0,0.0,30.0,169883489.7487804
582.0,93.0,131.0,2.0,10.0,8.0,0.0,30.0,231748944.70308185
581.0,93.0,95.0,25.0,11.0,11.0,100.0,13.883075754046716,268015438.267982
616.0,94.0,146.0,2.0,4.0,3.0,0.0,30.0,170149983.3136806
581.0,93.0,165.0,1.0,9.0,9.0,0.0,30.0,243482451.1381816
593.0,82.0,123.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
618.0,94.0,0.0,36.0,9.0,9.0,0.0,30.0,243482451.1381816
607.0,99.0,101.0,11.0,6.0,6.0,0.0,30.0,206682970.443481
616.0,97.0,103.0,26.0,10.0,10.0,0.0,30.0,255748944.70308185
593.0,93.0,98.0,30.0,8.0,3.0,0.0,30.0,171215957.5732814
628.0,91.0,78.0,10.0,3.0,3.0,0.0,30.0,169883489.7487804
582.0,86.0,115.0,2.0,7.0,7.0,0.0,30.0,218949464.0083812
616.0,94.0,105.0,19.0,8.0,5.0,0.0,30.0,195215957.5732814
591.0,86.0,92.0,3.0,6.0,3.0,0.0,30.0,170682970.443481
621.0,83.0,58.0,12.0,7.0,5.0,0.0,30.0,194949464.0083812
586.0,98.0,0.0,21.0,5.0,5.0,0.0,30.0,194416476.8785808
611.0,87.0,75.0,29.0,8.0,4.0,0.0,30.0,183215957.5732814
581.0,83.0,165.0,1.0,8.0,5.0,0.0,30.0,195215957.5732814
624.0,93.0,72.0,16.0,5.0,5.0,0.0,30.0,194416476.8785808
604.0,80.0,81.0,13.0,6.0,6.0,0.0,30.0,206682970.443481
628.0,97.0,84.0,27.0,3.0,3.0,0.0,30.0,169883489.7487804
581.0,85.0,97.0,28.0,9.0,9.0,0.0,30.0,243482451.1381816
627.0,93.0,165.0,1.0,9.0,9.0,100.0,14.290110694819788,243482451.1381816
600.0,97.0,126.0,11.0,9.0,4.0,0.0,30.0,183482451.1381816
618.0,94.0,116.0,36.0,10.0,10.0,0.0,30.0,255748944.70308185
627.0,81.0,78.0,29.0,3.0,3.0,0.0,30.0,169883489.7487804
617.0,91.0,57.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
624.0,85.0,132.0,28.0,4.0,4.0,0.0,30.0,182149983.3136806
593.0,93.0,165.0,10.0,3.0,3.0,0.0,30.0,169883489.7487804
593.0,87.0,75.0,29.0,8.0,3.0,0.0,30.0,171215957.5732814
614.0,86.0,98.0,26.0,7.0,7.0,0.0,30.0,218949464.0083812
590.0,80.0,61.0,8.0,9.0,5.0,0.0,30.0,195482451.1381816
624.0,93.0,72.0,16.0,7.0,5.0,0.0,30.0,194949464.0083812
588.0,84.0,100.0,4.0,9.0,9.0,0.0,30.0,243482451.1381816
625.0,99.0,27.0,33.0,11.0,5.0,0.0,30.0,196015438.267982
625.0,95.0,120.0,17.0,11.0,5.0,0.0,30.0,196015438.267982
584.0,93.0,81.0,12.0,11.0,10.0,100.0,13.444251934548507,256015438.267982
607.0,99.0,101.0,13.0,6.0,6.0,0.0,30.0,206682970.443481
581.0,85.0,97.0,2.0,10.0,8.0,0.0,30.0,231748944.70308185
593.0,85.0,66.0,10.0,8.0,8.0,0.0,30.0,231215957.5732814
584.0,93.0,165.0,10.0,11.0,3.0,0.0,30.0,172015438.267982
593.0,87.0,95.0,25.0,11.0,11.0,0.0,30.0,268015438.267982
581.0,93.0,75.0,29.0,8.0,3.0,0.0,30.0,171215957.5732814
624.0,97.0,132.0,11.0,9.0,4.0,0.0,30.0,183482451.1381816
600.0,85.0,126.0,28.0,4.0,4.0,0.0,30.0,182149983.3136806
624.0,98.0,0.0,21.0,5.0,5.0,0.0,30.0,194416476.8785808
628.0,94.0,72.0,9.0,7.0,4.0,0.0,30.0,182949464.0083812
606.0,100.0,106.0,7.0,11.0,11.0,0.0,30.0,268015438.267982
625.0,81.0,128.0,16.0,5.0,5.0,0.0,30.0,194416476.8785808
614.0,99.0,98.0,26.0,6.0,6.0,0.0,30.0,206682970.443481
607.0,86.0,101.0,13.0,7.0,7.0,0.0,30.0,218949464.0083812
581.0,86.0,148.0,2.0,5.0,4.0,0.0,30.0,182416476.8785808
582.0,86.0,165.0,1.0,8.0,8.0,0.0,30.0,231215957.5732814
623.0,84.0,49.0,11.0,7.0,3.0,0.0,30.0,170949464.00838122
586.0,85.0,105.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
586.0,87.0,81.0,10.0,12.0,8.0,0.0,30.0,232281931.8328822
618.0,87.0,0.0,21.0,11.0,10.0,0.0,30.0,256015438.267982
623.0,93.0,75.0,11.0,8.0,3.0,0.0,30.0,171215957.5732814
581.0,84.0,49.0,29.0,7.0,3.0,0.0,30.0,170949464.00838122
600.0,93.0,165.0,28.0,11.0,3.0,0.0,30.0,172015438.267982
584.0,85.0,126.0,10.0,4.0,4.0,0.0,30.0,182149983.3136806
588.0,82.0,139.0,27.0,8.0,5.0,0.0,30.0,195215957.5732814
624.0,97.0,0.0,11.0,9.0,4.0,0.0,30.0,183482451.1381816
624.0,98.0,132.0,21.0,5.0,5.0,0.0,30.0,194416476.8785808
625.0,85.0,105.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
586.0,81.0,128.0,16.0,5.0,5.0,0.0,30.0,194416476.8785808
581.0,83.0,27.0,1.0,11.0,5.0,0.0,30.0,196015438.267982
625.0,99.0,165.0,33.0,8.0,5.0,0.0,30.0,195215957.5732814
614.0,86.0,101.0,26.0,7.0,6.0,0.0,30.0,206949464.0083812
581.0,85.0,97.0,1.0,10.0,8.0,0.0,30.0,231748944.70308185
613.0,86.0,52.0,4.0,12.0,5.0,0.0,30.0,196281931.8328822
586.0,97.0,103.0,26.0,10.0,8.0,100.0,12.999343338292228,231748944.70308185
616.0,87.0,81.0,10.0,12.0,10.0,0.0,30.0,256281931.8328822
618.0,87.0,95.0,7.0,5.0,3.0,0.0,30.0,170416476.87858078
593.0,87.0,0.0,25.0,11.0,10.0,0.0,30.0,256015438.267982
580.0,90.0,129.0,16.0,11.0,4.0,0.0,30.0,184015438.267982
627.0,81.0,57.0,29.0,3.0,3.0,0.0,30.0,169883489.7487804
617.0,91.0,78.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
597.0,99.0,106.0,2.0,12.0,3.0,0.0,30.0,172281931.8328822
582.0,83.0,138.0,11.0,12.0,11.0,0.0,30.0,268281931.8328822
623.0,93.0,75.0,29.0,8.0,3.0,0.0,30.0,171215957.5732814
586.0,99.0,41.0,15.0,10.0,5.0,0.0,30.0,195748944.70308185
600.0,85.0,165.0,28.0,11.0,3.0,0.0,30.0,172015438.267982
626.0,97.0,69.0,6.0,8.0,4.0,0.0,30.0,183215957.5732814
625.0,91.0,148.0,11.0,4.0,4.0,0.0,30.0,182149983.3136806
630.0,92.0,98.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
606.0,92.0,79.0,33.0,7.0,7.0,0.0,30.0,218949464.0083812
625.0,99.0,165.0,27.0,8.0,5.0,0.0,30.0,195215957.5732814
576.0,100.0,142.0,25.0,4.0,4.0,0.0,30.0,182149983.3136806
581.0,85.0,97.0,1.0,10.0,6.0,0.0,30.0,207748944.70308185
607.0,95.0,39.0,6.0,4.0,4.0,0.0,30.0,182149983.3136806
610.0,83.0,46.0,21.0,6.0,4.0,0.0,30.0,182682970.443481
617.0,81.0,57.0,29.0,3.0,3.0,0.0,30.0,169883489.7487804
627.0,91.0,78.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
601.0,83.0,86.0,10.0,12.0,8.0,0.0,30.0,232281931.8328822
600.0,93.0,75.0,29.0,11.0,3.0,0.0,30.0,172015438.267982
625.0,91.0,148.0,11.0,4.0,3.0,0.0,30.0,170149983.3136806
597.0,82.0,71.0,13.0,3.0,3.0,0.0,30.0,169883489.7487804
608.0,90.0,113.0,10.0,4.0,4.0,0.0,30.0,182149983.3136806
626.0,97.0,131.0,14.0,8.0,4.0,0.0,30.0,183215957.5732814
594.0,83.0,110.0,14.0,3.0,3.0,0.0,30.0,169883489.7487804
591.0,85.0,102.0,21.0,7.0,6.0,0.0,30.0,206949464.0083812
580.0,90.0,129.0,16.0,5.0,5.0,0.0,30.0,194416476.8785808
586.0,81.0,98.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
630.0,92.0,128.0,16.0,5.0,5.0,100.0,24.798790912423737,194416476.8785808
620.0,81.0,58.0,28.0,3.0,3.0,0.0,30.0,169883489.7487804
581.0,85.0,92.0,18.0,5.0,5.0,0.0,30.0,194416476.8785808
613.0,86.0,52.0,4.0,12.0,6.0,0.0,30.0,208281931.8328822
593.0,92.0,0.0,25.0,11.0,10.0,0.0,30.0,256015438.267982
606.0,87.0,79.0,33.0,7.0,7.0,0.0,30.0,218949464.0083812
616.0,87.0,110.0,14.0,6.0,6.0,0.0,30.0,206682970.443481
596.0,81.0,95.0,3.0,12.0,6.0,0.0,30.0,208281931.8328822
601.0,87.0,122.0,0.0,5.0,5.0,0.0,30.0,194416476.8785808
617.0,81.0,138.0,27.0,12.0,6.0,0.0,30.0,208281931.8328822
599.0,96.0,40.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
578.0,88.0,131.0,13.0,8.0,8.0,0.0,30.0,231215957.5732814
582.0,81.0,134.0,26.0,3.0,3.0,0.0,30.0,169883489.7487804
580.0,80.0,63.0,7.0,6.0,6.0,0.0,30.0,206682970.443481
608.0,90.0,39.0,6.0,4.0,4.0,0.0,30.0,182149983.3136806
607.0,95.0,113.0,10.0,4.0,4.0,0.0,30.0,182149983.3136806
616.0,82.0,131.0,11.0,8.0,8.0,0.0,30.0,231215957.5732814
625.0,87.0,122.0,27.0,5.0,5.0,0.0,30.0,194416476.8785808
593.0,99.0,118.0,0.0,3.0,3.0,0.0,30.0,169883489.7487804
604.0,97.0,135.0,28.0,4.0,4.0,0.0,30.0,182149983.3136806
617.0,81.0,37.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
602.0,81.0,135.0,33.0,10.0,7.0,0.0,30.0,219748944.70308185
593.0,83.0,0.0,11.0,12.0,10.0,0.0,30.0,256281931.8328822
582.0,92.0,138.0,25.0,11.0,11.0,100.0,12.000483694800378,268015438.267982
613.0,88.0,50.0,5.0,3.0,3.0,0.0,30.0,169883489.7487804
594.0,96.0,40.0,20.0,3.0,3.0,0.0,30.0,169883489.7487804
599.0,83.0,110.0,14.0,3.0,3.0,0.0,30.0,169883489.7487804
589.0,88.0,49.0,0.0,9.0,9.0,0.0,30.0,243482451.1381816
630.0,88.0,50.0,5.0,5.0,3.0,0.0,30.0,170416476.87858078
625.0,91.0,138.0,11.0,11.0,3.0,0.0,30.0,172015438.267982
608.0,90.0,39.0,10.0,4.0,4.0,0.0,30.0,182149983.3136806
607.0,95.0,113.0,6.0,4.0,4.0,0.0,30.0,182149983.3136806
588.0,97.0,35.0,5.0,5.0,4.0,0.0,30.0,182416476.8785808
579.0,90.0,33.0,29.0,11.0,8.0,0.0,30.0,232015438.267982
586.0,85.0,92.0,18.0,5.0,5.0,0.0,30.0,194416476.8785808
581.0,81.0,98.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
617.0,81.0,37.0,27.0,5.0,5.0,0.0,30.0,194416476.8785808
625.0,87.0,122.0,29.0,5.0,5.0,0.0,30.0,194416476.8785808
580.0,85.0,102.0,7.0,6.0,6.0,0.0,30.0,206682970.443481
591.0,80.0,63.0,21.0,7.0,6.0,0.0,30.0,206949464.0083812
602.0,87.0,57.0,5.0,12.0,6.0,0.0,30.0,208281931.8328822
602.0,88.0,135.0,33.0,8.0,7.0,0.0,30.0,219215957.5732814
578.0,81.0,131.0,13.0,10.0,8.0,0.0,30.0,231748944.70308185
616.0,98.0,107.0,22.0,8.0,8.0,0.0,30.0,231215957.5732814
607.0,87.0,131.0,23.0,3.0,3.0,0.0,30.0,169883489.7487804
611.0,96.0,91.0,26.0,11.0,8.0,100.0,11.893701359149729,232015438.267982
608.0,87.0,39.0,10.0,3.0,3.0,0.0,30.0,169883489.7487804
607.0,97.0,35.0,5.0,5.0,4.0,0.0,30.0,182416476.8785808
588.0,95.0,113.0,6.0,4.0,4.0,0.0,30.0,182149983.3136806
597.0,92.0,109.0,19.0,3.0,3.0,0.0,30.0,169883489.7487804
617.0,81.0,138.0,5.0,12.0,6.0,0.0,30.0,208281931.8328822
602.0,87.0,115.0,15.0,11.0,4.0,0.0,30.0,184015438.267982
579.0,90.0,141.0,7.0,10.0,5.0,0.0,30.0,195748944.70308185
578.0,81.0,131.0,13.0,11.0,8.0,0.0,30.0,232015438.267982
601.0,91.0,114.0,24.0,10.0,8.0,100.0,14.776929395894618,231748944.70308185
599.0,96.0,110.0,14.0,3.0,3.0,0.0,30.0,169883489.7487804
628.0,80.0,123.0,13.0,7.0,7.0,0.0,30.0,218949464.0083812
608.0,87.0,50.0,10.0,5.0,5.0,0.0,30.0,194416476.8785808
611.0,96.0,109.0,19.0,11.0,8.0,100.0,11.345675617877086,232015438.267982
620.0,83.0,91.0,17.0,3.0,3.0,0.0,30.0,169883489.7487804
614.0,100.0,149.0,2.0,10.0,9.0,0.0,30.0,243748944.70308185
581.0,87.0,98.0,29.0,11.0,5.0,0.0,30.0,196015438.267982
587.0,83.0,142.0,15.0,6.0,6.0,0.0,30.0,206682970.443481
586.0,90.0,83.0,27.0,10.0,5.0,0.0,30.0,195748944.70308185
617.0,81.0,92.0,18.0,5.0,5.0,0.0,30.0,194416476.8785808
586.0,80.0,84.0,1.0,8.0,8.0,0.0,30.0,231215957.5732814
616.0,98.0,69.0,19.0,8.0,3.0,0.0,30.0,171215957.5732814
598.0,82.0,96.0,17.0,11.0,10.0,0.0,30.0,256015438.267982
624.0,82.0,120.0,6.0,3.0,3.0,1.524216524,30.0,169883489.7
611.0,88.0,40.0,18.0,11.0,3.0,3.067426401,30.0,172015438.3
610.0,89.0,41.0,15.0,7.0,4.0,1.5337132,30.0,182949464.0
588.0,85.0,30.0,13.0,9.0,7.0,24.61063628,30.0,219482451.1
590.0,97.0,108.0,15.0,10.0,10.0,100.0,12.32687929,255748944.7
584.0,84.0,142.0,5.0,6.0,4.0,4.610636277,30.0,182682970.4
622.0,88.0,60.0,27.0,3.0,3.0,3.067426401,30.0,169883489.7
580.0,95.0,57.0,27.0,10.0,5.0,1.5337132,30.0,195748944.7
595.0,81.0,70.0,11.0,5.0,5.0,1.5337132,30.0,194416476.9
605.0,86.0,148.0,4.0,7.0,7.0,1.528964862,30.0,218949464.0
617.0,93.0,98.0,29.0,3.0,3.0,1.396011396,30.0,169883489.7
616.0,99.0,99.0,11.0,3.0,3.0,3.072174739,30.0,169883489.7
610.0,97.0,49.0,7.0,4.0,4.0,7.687559354,30.0,182149983.3
590.0,87.0,34.0,2.0,5.0,1.0,1.462488129,30.0,146416476.9
588.0,81.0,52.0,29.0,5.0,5.0,3.067426401,30.0,194416476.9
593.0,98.0,38.0,19.0,5.0,5.0,4.596391263,30.0,194416476.9
620.0,99.0,144.0,2.0,10.0,9.0,86.12535613,30.0,243748944.7
617.0,87.0,71.0,8.0,4.0,4.0,1.528964862,30.0,182149983.3
628.0,81.0,51.0,23.0,4.0,4.0,1.528964862,30.0,182149983.3
608.0,80.0,80.0,3.0,11.0,11.0,1.524216524,30.0,268015438.3
588.0,97.0,98.0,1.0,3.0,1.0,1.476733143,30.0,145883489.7
584.0,87.0,145.0,15.0,7.0,7.0,16.91358025,30.0,218949464.0
617.0,98.0,97.0,6.0,4.0,4.0,12.30294397,30.0,182149983.3
629.0,95.0,111.0,0.0,11.0,5.0,1.519468186,30.0,196015438.3
622.0,89.0,42.0,25.0,9.0,3.0,3.067426401,30.0,171482451.1
590.0,97.0,30.0,15.0,10.0,7.0,100.0,13.22658931,219748944.7
